Name,Platform,Year_of_Release,Publisher,NA_Sales,EU_Sales,Other_Sales
Emily the Strange: Strangerous,DS,2011,DTP Entertainment,0.04,0.02,0.01
Winter Sports 2011,Wii,2011,DTP Entertainment,0,0.06,0.01
Summer Athletics,PC,2008,DTP Entertainment,0,0.01,0
Winter Sports 2011,PS3,2011,DTP Entertainment,0,0.04,0.01
Mahjong 3D: Warriors of the Emperor,3DS,2011,DTP Entertainment,0,0.04,0
Gray Matter,X360,2011,DTP Entertainment,0,0.04,0
My Boyfriend,DS,2008,DTP Entertainment,0.1,0,0.01
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,DTP Entertainment,0,0.04,0
Dance! It's Your Stage,PS3,2011,DTP Entertainment,0,0.02,0
Summer Athletics: The Ultimate Challenge,PS2,2008,DTP Entertainment,0,0,0.18
The Cursed Crusade,PC,2011,DTP Entertainment,0,0.03,0.01
Winter Sports 2011,X360,2011,DTP Entertainment,0,0.02,0
Summer Athletics: The Ultimate Challenge,X360,2008,DTP Entertainment,0.02,0.01,0
The Lost Chronicles of Zerzura,PC,2012,DTP Entertainment,0,0.05,0.01
Let's Ride! Dreamer,GBA,2005,DTP Entertainment,0.05,0.02,0
Mata Hari: Betrayal is only a Kiss Away,PC,2008,DTP Entertainment,0,0.02,0
Sushi Academy,DS,2009,DTP Entertainment,0.08,0,0.01
Princess in Love,DS,2009,DTP Entertainment,0.07,0,0.01
Venetica,X360,2010,DTP Entertainment,0.09,0.03,0.01
Venetica,PS3,2010,DTP Entertainment,0.07,0.03,0.01
Just Sing!,DS,2009,DTP Entertainment,0.14,0,0.01
Velvet Assassin,X360,2009,DTP Entertainment,0.14,0.02,0.01
Divinity II: Ego Draconis,PC,2009,DTP Entertainment,0.01,0.05,0.01
Witches & Vampires: The Secrets of Ashburry,DS,2010,DTP Entertainment,0.05,0.02,0.01
15 Days,PC,2009,DTP Entertainment,0,0.01,0
Ghost Pirates of Vooju Island,PC,2009,DTP Entertainment,0,0.02,0
Divinity II: Ego Draconis,X360,2009,DTP Entertainment,0.18,0.04,0.02
Divinity II: Flames of Vengeance,PC,2010,DTP Entertainment,0,0.02,0.01
Crazy Machines,Wii,2010,DTP Entertainment,0.01,0.01,0
Legend: Hand of God,PC,2007,DTP Entertainment,0,0.02,0
Let's Ride: Sunshine Stables,GBA,2005,DTP Entertainment,0.12,0.04,0
World Championship Athletics,Wii,2009,DTP Entertainment,0.04,0.01,0
The Ultimate Battle of the Sexes,Wii,2010,DTP Entertainment,0.01,0,0
Black Mirror 2,PC,2009,DTP Entertainment,0,0.04,0.01
Venetica,PC,2009,DTP Entertainment,0,0.04,0.01
The Cursed Crusade,PS3,2011,DTP Entertainment,0.07,0.06,0.03
The Cursed Crusade,X360,2011,DTP Entertainment,0.08,0.05,0.01
Tale of a Hero,PC,2010,Daedalic,0,0.02,0
Deponia,PC,2012,Daedalic,0,0.13,0.02
Machinarium,PC,2009,Daedalic,0,0.09,0.02
Botanicula,PC,2012,Daedalic Entertainment,0,0.02,0
The Night of the Rabbit,PC,2013,Daedalic Entertainment,0,0.03,0
Goodbye Deponia,PC,2013,Daedalic Entertainment,0,0.06,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Daito,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Daito,0,0,0
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Daito,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Daito,0,0,0
Airlock,2600,1981,Data Age,0.36,0.02,0
Frankenstein's Monster,2600,1982,Data Age,0.3,0.02,0
Kidz Sports: Crazy Golf,Wii,2008,Data Design Interactive,0.11,0,0.01
Kawasaki Quad Bikes,Wii,2007,Data Design Interactive,0.07,0.01,0.01
Party Pigs: Farmyard Games,Wii,2009,Data Design Interactive,0.07,0,0
Metal Max Returns,SNES,1995,Data East,0,0,0
Doukoku Shoshite...,SAT,1998,Data East,0,0,0
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Datam Polystar,0,0,0
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Datam Polystar,0,0,0
Mighty No. 9,PS4,2016,Deep Silver,0.04,0,0.01
Kingdom Under Fire: The Crusaders,XB,2004,Deep Silver,0.24,0.07,0.01
Dead Island Definitive Collection,XOne,2016,Deep Silver,0.02,0.03,0
Homefront: The Revolution,PC,2016,Deep Silver,0.01,0.02,0
Saints Row: Gat out of Hell,XOne,2015,Deep Silver,0,0.01,0
Warhammer: Mark of Chaos,PC,2006,Deep Silver,0,0.02,0
Kingdom Under Fire: Heroes,XB,2005,Deep Silver,0.11,0.03,0.01
ScrapLand,XB,2005,Deep Silver,0.02,0,0
Homefront: The Revolution,PS4,2016,Deep Silver,0.06,0.21,0.05
1701 A.D.,PC,2006,Deep Silver,0,0.25,0.04
The Hustle: Detroit Streets,PSP,2005,Deep Silver,0.07,0,0.01
Dead Island Definitive Collection,PS4,2016,Deep Silver,0.03,0.07,0.02
Shin Megami Tensei IV: Final,3DS,2016,Deep Silver,0.05,0,0.01
ParaWorld,PC,2006,Deep Silver,0,0.02,0
Homefront: The Revolution,XOne,2016,Deep Silver,0.06,0.07,0.01
The King of Fighters XIV,PS4,2016,Deep Silver,0.07,0.02,0.02
The Whispered World,PC,2009,Deep Silver,0,0.08,0.02
JASF: Jane's Advanced Strike Fighters,PC,2011,Deep Silver,0.02,0.01,0
Duke Nukem Trilogy: Critical Mass,DS,2011,Deep Silver,0.04,0,0
Dreamer Series: Teacher,DS,2009,Deep Silver,0.08,0,0.01
Purr Pals,Wii,2008,Deep Silver,0.26,0,0.02
Winter Stars,PS3,2011,Deep Silver,0.01,0.05,0.01
JASF: Jane's Advanced Strike Fighters,X360,2011,Deep Silver,0.06,0.02,0.01
Saints Row IV,PS3,2013,Deep Silver,0.56,0.41,0.19
Winter Stars,X360,2011,Deep Silver,0.05,0.03,0.01
Secret Files: Tunguska,DS,2008,Deep Silver,0.04,0.01,0
Dead Island: Riptide,X360,2013,Deep Silver,0.44,0.26,0.07
Dead Island: Riptide,PS3,2013,Deep Silver,0.26,0.19,0.09
Wasteland 2,PS4,2015,Deep Silver,0.08,0,0.02
Professor Heinz Wolff's Gravity,DS,2008,Deep Silver,0.04,0,0
Cartoon Network: Punch Time Explosion,3DS,2011,Deep Silver,0.07,0.02,0.01
Line Rider 2: Unbound,DS,2008,Deep Silver,0.07,0,0.01
CrossworDS,DS,2008,Deep Silver,0.5,0,0.04
This War of Mine,PS4,2016,Deep Silver,0,0.01,0
Mytran Wars,PSP,2009,Deep Silver,0.08,0.02,0.02
Metro: Last Light,PS3,2013,Deep Silver,0.14,0.18,0.07
Risen,PC,2009,Deep Silver,0,0.11,0.02
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Deep Silver,0,0.03,0.01
The X-Factor,Wii,2010,Deep Silver,0,0.28,0.04
Metro: Last Light,X360,2013,Deep Silver,0.17,0.15,0.03
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Deep Silver,0.96,0.2,0.11
X3: Terran Conflict,PC,2008,Deep Silver,0,0.02,0
Prison Break: The Conspiracy,PS3,2010,Deep Silver,0.05,0.15,0.05
Line Rider 2: Unbound,Wii,2008,Deep Silver,0.02,0,0
Prison Break: The Conspiracy,X360,2010,Deep Silver,0.07,0.11,0.02
Killer is Dead,PS3,2013,Deep Silver,0.12,0.03,0.03
My Animal Centre,Wii,2009,Deep Silver,0,0.02,0
Warhammer: Battle March,X360,2008,Deep Silver,0.09,0.02,0.01
Secret Files 2: Puritas Cordis,PC,2009,Deep Silver,0,0.03,0
Saints Row IV,XOne,2015,Deep Silver,0.1,0.09,0.02
Metro: Last Light,XOne,2014,Deep Silver,0.15,0.13,0.03
Astrology DS,DS,2009,Deep Silver,0.03,0,0
Horse Life Adventures,Wii,2008,Deep Silver,0.12,0.01,0.01
Fritz Chess,PS3,2009,Deep Silver,0,0.03,0.01
Risen 2: Dark Waters,PC,2012,Deep Silver,0,0.19,0.03
Professor Heinz Wolff's Gravity,Wii,2008,Deep Silver,0.04,0.12,0.02
Pet Vet: Down Under,DS,2009,Deep Silver,0.04,0,0
Risen 2: Dark Waters,PS3,2012,Deep Silver,0.04,0.13,0.04
Secret Files 2: Puritas Cordis,Wii,2009,Deep Silver,0,0.02,0
Dreamer Series: Babysitter,DS,2009,Deep Silver,0.05,0,0
Dead Island,PS3,2011,Deep Silver,1.08,0.73,0.31
Winter Stars,Wii,2011,Deep Silver,0.05,0.05,0.01
Risen 2: Dark Waters,X360,2012,Deep Silver,0.05,0.08,0.01
Sacred 3,PC,2014,Deep Silver,0,0.02,0
X3: Terran War Pack,PC,2012,Deep Silver,0,0.02,0
Fritz Chess,DS,2009,Deep Silver,0.02,0,0
Fritz Chess,Wii,2009,Deep Silver,0.02,0,0
Horse Life Adventures,DS,2008,Deep Silver,0.08,0.01,0.01
DJ Star,DS,2009,Deep Silver,0.01,0,0
Elite Forces: Unit 77,DS,2009,Deep Silver,0.06,0,0
NASCAR '15,X360,2015,Deep Silver,0.15,0,0.02
Saints Row IV,X360,2013,Deep Silver,1.01,0.5,0.13
Dead Island,X360,2011,Deep Silver,1.48,0.69,0.2
Dreamer Series: Shop Owner,DS,2009,Deep Silver,0.07,0,0.01
The Humans: Meet the Ancestors!,DS,2009,Deep Silver,0.01,0,0
WSC REAL 09: World Snooker Championship,PS3,2009,Deep Silver,0,0.01,0
Wasteland 2,XOne,2015,Deep Silver,0.04,0.01,0.01
Metro: Last Light,PC,2013,Deep Silver,0.06,0.11,0.02
Saints Row IV,PC,2013,Deep Silver,0.11,0.06,0.02
Let's Play Garden,DS,2010,Deep Silver,0.1,0,0.01
Metro: Last Light,PS4,2014,Deep Silver,0.22,0.3,0.1
Risen 3: Titan Lords,X360,2014,Deep Silver,0.02,0.04,0
Silly Bandz: Play The Craze,DS,2010,Deep Silver,0.1,0,0.01
nail'd,X360,2010,Deep Silver,0.08,0.02,0.01
Killer is Dead,X360,2013,Deep Silver,0.08,0.02,0.01
Catherine,PS3,2011,Deep Silver,0.3,0.14,0.06
The X-Factor,X360,2010,Deep Silver,0,0.08,0.01
Ride to Hell,X360,2013,Deep Silver,0.04,0.01,0.01
Saints Row IV,PS4,2015,Deep Silver,0.13,0.18,0.06
NASCAR '14,PS3,2014,Deep Silver,0.09,0,0.02
Sacred 2: Fallen Angel,PS3,2009,Deep Silver,0.22,0.22,0.09
JASF: Jane's Advanced Strike Fighters,PS3,2011,Deep Silver,0.07,0.03,0.01
Emergency 2012,PC,2010,Deep Silver,0.02,0.04,0.01
Mighty No. 9,XOne,2016,Deep Silver,0.02,0,0
A New Beginning,PC,2010,Deep Silver,0,0.05,0.01
Ride to Hell,PS3,2013,Deep Silver,0.02,0.01,0.01
Saints Row: Gat out of Hell,PS4,2015,Deep Silver,0,0.04,0.01
Mighty No. 9,WiiU,2016,Deep Silver,0.02,0.01,0
Sacred 2: Fallen Angel,X360,2009,Deep Silver,0.29,0.16,0.05
Escape Dead Island,X360,2014,Deep Silver,0.03,0.04,0.01
Escape Dead Island,PS3,2014,Deep Silver,0.04,0.03,0.01
Risen 3: Titan Lords,PS3,2014,Deep Silver,0.02,0.05,0.01
Let's Play Ballerina,Wii,2010,Deep Silver,0.02,0,0
Risen 3: Titan Lords,PC,2014,Deep Silver,0,0.08,0
Let's Play Garden,Wii,2010,Deep Silver,0.02,0,0
Let's Play Flight Attendant,DS,2010,Deep Silver,0.02,0,0
Cursed Mountain,Wii,2009,Deep Silver,0.09,0.1,0.02
Let's Play Ballerina,DS,2010,Deep Silver,0.13,0,0.01
Dead Island,PC,2011,Deep Silver,0.12,0.07,0.03
Risen,X360,2009,Deep Silver,0.07,0.11,0.01
The X-Factor,PS3,2010,Deep Silver,0,0.1,0.03
Risen 3: Titan Lords,PS4,2015,Deep Silver,0,0.05,0.01
nail'd,PS3,2010,Deep Silver,0.08,0.02,0.02
Catherine,X360,2011,Deep Silver,0.2,0.06,0.02
Sacred 3,X360,2014,Deep Silver,0.03,0.02,0
Lost Horizon,PC,2010,Deep Silver,0,0.1,0.02
Sacred 3,PS3,2014,Deep Silver,0.03,0.04,0.01
The Fast and the Furious,PSP,2007,Deep Silver,0.02,0,0
NASCAR '14,X360,2014,Deep Silver,0.15,0,0.02
Indianapolis 500 Legends,Wii,2007,Destineer,0.12,0,0.01
50 Classic Games,DS,2009,Destineer,0.5,0,0.04
Satisfashion,DS,2010,Destineer,0.05,0,0
Cake Mania: Baker's Challenge,PSP,2008,Destineer,0.03,0,0
Jumble Madness,DS,2009,Destineer,0.06,0,0
Cake Mania: Baker's Challenge,PS2,2008,Destineer,0.01,0.01,0
Buck Fever,Wii,2009,Destineer,0.13,0,0.01
WordJong Party,Wii,2008,Destineer,0.16,0,0.01
Pet Pals: New Leash on Life,DS,2010,Destineer,0.05,0,0
Fab 5 Soccer,DS,2008,Destineer,0.01,0,0
Iron Chef America: Supreme Cuisine,Wii,2008,Destineer,0.16,0,0.01
Iron Chef America: Supreme Cuisine,DS,2008,Destineer,0.18,0,0.01
Emergency! Disaster Rescue Squad,DS,2009,Destineer,0.03,0,0
Burger Island,DS,2008,Destineer,0.15,0,0.01
Burger Island,Wii,2009,Destineer,0.14,0,0.01
Triple Crown Championship Snowboarding,Wii,2010,Destineer,0.02,0,0
Candace Kane's Candy Factory,Wii,2008,Destineer,0.14,0,0.01
Harley-Davidson: Road Trip,Wii,2010,Destineer,0.03,0,0
Fullmetal Alchemist: Trading Card Game,DS,2007,Destineer,0.01,0,0
USA Today Crossword Challenge,DS,2008,Destineer,0.11,0,0.01
Rec Room Games,Wii,2009,Destineer,0.35,0,0.03
WWII Aces,Wii,2008,Destineer,0.25,0,0.02
Winter Blast: 9 Snow & Ice Games,Wii,2010,Destineer,0.02,0,0
I Love Horses: Rider's Paradise,Wii,2010,Destineer,0.01,0,0
Satisfashion,Wii,2010,Destineer,0.01,0,0
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Destineer,0.05,0,0
USA Today Puzzle Craze,DS,2009,Destineer,0.09,0,0.01
Taito Legends Power Up,PSP,2007,Destineer,0.05,0,0
Alien Monster Bowling League,Wii,2009,Destineer,0.09,0,0.01
Homie Rollerz,DS,2008,Destineer,0.07,0,0.01
Rec Room Games,DS,2011,Destineer,0.07,0,0
Princess Isabella: A Witch's Curse,Wii,2010,Destineer,0.02,0,0
Tournament Pool,Wii,2009,Destineer,0.1,0,0.01
Puzzle City,DS,2009,Destineer,0.02,0,0
Indianapolis 500 Legends,DS,2007,Destineer,0.08,0,0.01
I Love Puppies,DS,2010,Destineer,0.09,0,0.01
Plushees,DS,2008,Destineer,0.01,0,0
Dragon's Lair,DS,2010,Destineer,0.02,0,0
Candace Kane's Candy Factory,DS,2008,Destineer,0.04,0,0
Little Red Riding Hood's Zombie BBQ,DS,2008,Destineer,0.03,0,0
Fantasy Aquarium World,Wii,2009,Destineer,0.06,0,0
Dragon's Lair Trilogy,Wii,2010,Destineer,0.14,0,0.01
We Wish You A Merry Christmas,Wii,2009,Destineer,0.13,0.04,0.02
Western Riding Academy,DS,2010,Destineer,0.06,0,0
Breach,PC,2011,Destineer,0.01,0,0
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Detn8 Games,0.21,0,0.02
Serious Sam HD: Gold Edition,PC,2010,Devolver Digital,0,0.02,0
The Talos Principle,PS4,2015,Devolver Digital,0,0.02,0
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,DigiCube,0,0,0
Tron 2.0: Killer App,XB,2004,Disney Interactive Studios,0.04,0.01,0
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Disney Interactive Studios,0,0,0
Hannah Montana: The Movie,PS3,2009,Disney Interactive Studios,0.14,0.06,0.03
G-Force,PS3,2009,Disney Interactive Studios,0.13,0.06,0.03
Hannah Montana: The Movie,X360,2009,Disney Interactive Studios,0.14,0.05,0.02
Split/Second,PSP,2010,Disney Interactive Studios,0.08,0.02,0.02
Disney Sing It: Party Hits,PS3,2010,Disney Interactive Studios,0.1,0.01,0.01
TRON: Evolution,PSP,2010,Disney Interactive Studios,0.1,0.02,0.02
Sonny with a Chance,DS,2010,Disney Interactive Studios,0.12,0.02,0.01
TRON: Evolution,DS,2010,Disney Interactive Studios,0.11,0.04,0.01
Disney Sing It: Family Hits,PS3,2010,Disney Interactive Studios,0.11,0.03,0.02
Spectrobes: Origins,Wii,2009,Disney Interactive Studios,0.16,0.02,0.01
Camp Rock: The Final Jam,DS,2010,Disney Interactive Studios,0.14,0.02,0.01
Spy Kids 3-D: Game Over,GBA,2003,Disney Interactive Studios,0.24,0.09,0.01
Wizards of Waverly Place: Spellbound,DS,2010,Disney Interactive Studios,0.16,0.03,0.01
Cars 2,Wii,2011,Disney Interactive Studios,0.43,0.37,0.09
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Disney Interactive Studios,0.06,0.02,0
G-Force,X360,2009,Disney Interactive Studios,0.11,0.05,0.01
Hannah Montana: Rock Out the Show,PSP,2009,Disney Interactive Studios,0.13,0.01,0.02
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Disney Interactive Studios,0.34,0.46,0.1
TRON: Evolution - Battle Grids,Wii,2010,Disney Interactive Studios,0.17,0.02,0.01
Disney Sing It: Pop Hits,PS2,2009,Disney Interactive Studios,0.1,0.02,0.22
G-Force,Wii,2009,Disney Interactive Studios,0.19,0.2,0.05
Disney Infinity 3.0,PS4,2015,Disney Interactive Studios,0.24,0.37,0.12
Cars 2,3DS,2011,Disney Interactive Studios,0.21,0,0.02
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Disney Interactive Studios,0.17,0.13,0.04
Hannah Montana: The Movie,Wii,2009,Disney Interactive Studios,0.13,0.18,0.04
Split/Second,PC,2010,Disney Interactive Studios,0,0.04,0.01
Fantasia: Music Evolved,X360,2014,Disney Interactive Studios,0.06,0.01,0.01
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Disney Interactive Studios,0.31,0.18,0.05
Disney Universe,X360,2011,Disney Interactive Studios,0.37,0.14,0.05
TRON: Evolution,PC,2010,Disney Interactive Studios,0.06,0,0
Disney Planes Fire & Rescue,Wii,2014,Disney Interactive Studios,0,0.04,0
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Disney Interactive Studios,0.35,0.18,0.05
Tron 2.0: Killer App,GBA,2004,Disney Interactive Studios,0.04,0.02,0
Disney Universe,PS3,2011,Disney Interactive Studios,0.3,0.22,0.09
Jonas,DS,2009,Disney Interactive Studios,0.27,0,0.02
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Disney Interactive Studios,0.29,0.27,0.06
G-Force,PS2,2009,Disney Interactive Studios,0.12,0.01,0.14
Disney Sing It: Pop Hits,PS3,2009,Disney Interactive Studios,0.17,0.05,0.03
Disney Stitch Jam,DS,2009,Disney Interactive Studios,0.07,0,0.01
Disney's A Christmas Carol,DS,2009,Disney Interactive Studios,0.21,0.01,0.02
Disney's Chicken Little,XB,2005,Disney Interactive Studios,0.1,0.03,0
Disney's Chicken Little,GBA,2005,Disney Interactive Studios,0.5,0.18,0.01
Toy Story 3: The Video Game,PS3,2010,Disney Interactive Studios,0.51,0.4,0.16
Disney's Chicken Little,PS2,2005,Disney Interactive Studios,0.32,0.25,0.08
Toy Story 3: The Video Game,Wii,2010,Disney Interactive Studios,0.63,0.62,0.14
That's So Raven 2: Supernatural Style,GBA,2005,Disney Interactive Studios,0.37,0.14,0.01
Toy Story 3: The Video Game,DS,2010,Disney Interactive Studios,0.89,0.94,0.21
Epic Mickey,Wii,2010,Disney Interactive Studios,2.04,0.63,0.22
Disney's Kim Possible: Kimmunicator,DS,2005,Disney Interactive Studios,0.11,0.01,0.01
Disney Universe,Wii,2011,Disney Interactive Studios,0.64,0.28,0.1
Disney's Kim Possible 3: Team Possible,GBA,2005,Disney Interactive Studios,0.33,0.12,0.01
Disney Tangled,DS,2010,Disney Interactive Studios,0.53,0.35,0.09
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Disney Interactive Studios,0.1,0.04,0
Disney Planes Fire & Rescue,3DS,2014,Disney Interactive Studios,0.01,0.08,0.01
Herbie: Fully Loaded,GBA,2005,Disney Interactive Studios,0.24,0.09,0.01
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Disney Interactive Studios,0.54,0.39,0.09
Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Disney Interactive Studios,0.22,0.08,0.01
Disney Planes Fire & Rescue,WiiU,2014,Disney Interactive Studios,0.01,0.01,0
Disney's Home on the Range,GBA,2004,Disney Interactive Studios,0.12,0.04,0
Disney's Chicken Little,GC,2005,Disney Interactive Studios,0.21,0.05,0.01
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Disney Interactive Studios,0.12,0.1,0.03
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Disney Interactive Studios,0.73,0.67,0.15
Split/Second,X360,2010,Disney Interactive Studios,0.32,0.23,0.06
Disney Channel: All Star Party,Wii,2010,Disney Interactive Studios,0.18,0.08,0.02
Phineas and Ferb Ride Again,DS,2010,Disney Interactive Studios,0.24,0.03,0.02
TRON: Evolution,X360,2010,Disney Interactive Studios,0.24,0.05,0.02
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Disney Interactive Studios,0.17,0.12,0.03
TRON: Evolution,PS3,2010,Disney Interactive Studios,0.27,0.09,0.05
Disney Guilty Party,Wii,2010,Disney Interactive Studios,0.42,0,0.03
Alice in Wonderland,DS,2010,Disney Interactive Studios,0.25,0.17,0.04
Cars Toon: Mater's Tall Tales,Wii,2010,Disney Interactive Studios,0.45,0.02,0.03
Alice in Wonderland,Wii,2010,Disney Interactive Studios,0.25,0.21,0.05
Disney Sing It: Family Hits,Wii,2010,Disney Interactive Studios,0.38,0.17,0.05
Cars 2,DS,2011,Disney Interactive Studios,0.68,0.4,0.11
Disney Sing It: Party Hits,Wii,2010,Disney Interactive Studios,0.48,0.1,0.04
Toy Story 3: The Video Game,PSP,2010,Disney Interactive Studios,0.27,0.24,0.14
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Disney Interactive Studios,0.39,0.21,0.06
Disney Tangled,Wii,2010,Disney Interactive Studios,0.46,0.16,0.05
Split/Second,PS3,2010,Disney Interactive Studios,0.31,0.3,0.11
Toy Story 3: The Video Game,X360,2010,Disney Interactive Studios,0.41,0.27,0.07
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Disney Interactive Studios,0.36,0.43,0.16
Club Penguin: Game Day!,Wii,2010,Disney Interactive Studios,0.54,0.32,0.08
Disney Sing It! High School Musical 3: Senior Year,X360,2009,Disney Interactive Studios,0.09,0,0.01
Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Disney Interactive Studios,0.37,0.16,0.06
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Disney Interactive Studios,0.09,0.02,0.34
Disney Sing It,PS2,2008,Disney Interactive Studios,0.25,0.19,0.06
Spectrobes: Beyond the Portals,DS,2008,Disney Interactive Studios,0.36,0.11,0.04
The Cheetah Girls,GBA,2006,Disney Interactive Studios,0.01,0,0
Disney Infinity,WiiU,2013,Disney Interactive Studios,0.33,0.22,0.05
 Frozen: Olaf's Quest,3DS,2013,Disney Interactive Studios,0.27,0.27,0.05
 Frozen: Olaf's Quest,DS,2013,Disney Interactive Studios,0.21,0.26,0.04
Bolt,Wii,2008,Disney Interactive Studios,0.19,0.31,0.06
Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Disney Interactive Studios,0.31,0.23,0.04
Disney Sing It,X360,2008,Disney Interactive Studios,0.39,0.01,0.03
Bolt,DS,2008,Disney Interactive Studios,0.35,0.21,0.06
Pure,PS3,2008,Disney Interactive Studios,0.42,0.33,0.14
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Disney Interactive Studios,0.27,0.25,0.1
High School Musical 2: Work This Out!,DS,2008,Disney Interactive Studios,0.5,0.52,0.13
Disney Sing It,Wii,2008,Disney Interactive Studios,0.77,0.31,0.11
High School Musical 3: Senior Year DANCE!,Wii,2008,Disney Interactive Studios,0.67,0.49,0.13
Disney Fairies: Tinker Bell,DS,2008,Disney Interactive Studios,0.85,0.51,0.15
High School Musical 3: Senior Year,DS,2008,Disney Interactive Studios,0.63,0.76,0.17
Pure,X360,2008,Disney Interactive Studios,1.38,0.84,0.25
Disney Infinity,Wii,2013,Disney Interactive Studios,1.05,0.41,0.14
Brave: The Video Game,DS,2012,Disney Interactive Studios,0,0.01,0
Brave: The Video Game,Wii,2012,Disney Interactive Studios,0,0.01,0
The Cheetah Girls: Passport to Stardom,DS,2008,Disney Interactive Studios,0.18,0,0.01
High School Musical 3: Senior Year DANCE!,X360,2008,Disney Interactive Studios,0.18,0,0.02
The Chronicles of Narnia: Prince Caspian,DS,2008,Disney Interactive Studios,0.19,0.01,0.02
Ultimate Band,DS,2008,Disney Interactive Studios,0.19,0.02,0.02
Ultimate Band,Wii,2008,Disney Interactive Studios,0.18,0.03,0.02
Bolt,X360,2008,Disney Interactive Studios,0.18,0.05,0.02
Bolt,PS2,2008,Disney Interactive Studios,0.09,0.02,0.16
Club Penguin: Elite Penguin Force,DS,2008,Disney Interactive Studios,1.87,0.97,0.3
Hannah Montana: Spotlight World Tour,PS2,2008,Disney Interactive Studios,0.12,0.02,0.14
Disney Infinity,X360,2013,Disney Interactive Studios,0.97,0.34,0.13
High School Musical 3: Senior Year DANCE!,PS2,2008,Disney Interactive Studios,0.17,0.13,0.04
The Chronicles of Narnia: Prince Caspian,Wii,2008,Disney Interactive Studios,0.31,0.02,0.03
Disney Sing It,PS3,2008,Disney Interactive Studios,0.28,0.06,0.04
Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Disney Interactive Studios,0.08,0.26,0.06
The Chronicles of Narnia: Prince Caspian,PS2,2008,Disney Interactive Studios,0.2,0.15,0.05
Disney Infinity,PS3,2013,Disney Interactive Studios,0.49,0.32,0.16
Disney's Meet the Robinsons,Wii,2007,Disney Interactive Studios,0.17,0,0.01
Disney's Planes,3DS,2013,Disney Interactive Studios,0.04,0.03,0.01
Power Rangers: Super Legends,DS,2007,Disney Interactive Studios,0.08,0.02,0.01
Spectrobes,DS,2007,Disney Interactive Studios,0.66,0.02,0.06
Pirates of the Caribbean: At World's End,PS3,2007,Disney Interactive Studios,0.17,0.41,0.15
The Cheetah Girls: Pop Star Sensations,DS,2007,Disney Interactive Studios,0.1,0,0.01
Cory in the House,DS,2007,Disney Interactive Studios,0.1,0,0.01
Disney Infinity,PSV,2013,Disney Interactive Studios,0.01,0,0
Power Rangers: Super Legends,PS2,2007,Disney Interactive Studios,0.07,0.06,0.02
Disney Friends,DS,2007,Disney Interactive Studios,0.12,0.03,0.01
Disney's Meet the Robinsons,X360,2007,Disney Interactive Studios,0.07,0,0.01
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Disney Interactive Studios,0.64,0.34,0.1
Pirates of the Caribbean: At World's End,Wii,2007,Disney Interactive Studios,0.39,0.02,0.04
